lot,wafer,IC X,IC Y,Set temperature [C],PS_VDD set voltage [mV],Test Stage,Sample Time,Test Name,Soft Bin,Hard Bin,iddq meas,nelvt_leak,nelvt_ref,nlvt_leak,nlvt_ref,nlvtll_leak,nlvtll_ref,nsvt_leak,nsvt_ref,nulvt_leak,nulvt_ref,nulvtll_leak,nulvtll_ref,pelvt_leak,pelvt_ref,plvt_leak,plvt_ref,plvtll_leak,plvtll_ref,psvt_leak,psvt_ref,pulvt_leak,pulvt_ref,pulvtll_leak,pulvtll_ref,nelvt_ratio,nelvt_1/ratio,nlvt_ratio,nlvt_1/ratio,nlvtll_ratio,nlvtll_1/ratio,nsvt_ratio,nsvt_1/ratio,nulvt_ratio,nulvt_1/ratio,nulvtll_ratio,nulvtll_1/ratio,pelvt_ratio,pelvt_1/ratio,plvt_ratio,plvt_1/ratio,plvtll_ratio,plvtll_1/ratio,psvt_ratio,psvt_1/ratio,pulvt_ratio,pulvt_1/ratio,pulvtll_ratio,pulvtll_1/ratio,iddq_est,ult
U4227U,1,0,0,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,2475.7786898,2.349624284163057,2.6528700589763243,4.124927793408041,4.248942567022466,5.049525732147058,5.10111899121659,3.956389980269487,6.6491730498502655,3.2220647820006705,3.1127715320696785,3.5192313778830298,3.4657694821875973,2.3445184606855087,2.7906691272796347,4.1305823815467,4.300886584208285,5.146949689829851,5.286878050748237,4.026731990127172,6.581927320905679,2.921984458199455,3.216096676177238,3.6851940847223896,3.638961478198744,1.1290613894558397,0.8856914330246987,1.030064713814533,0.9708127912631846,1.0102174465100895,0.9898858938287132,1.680616188750271,0.5950198544401821,0.9660797478245832,1.0351112340899375,0.9848086442876648,1.0154256929002927,1.1902952244034268,0.84012770907419,1.041230070467161,0.9604025357732294,1.0271866579917963,0.9735328941626368,1.634558082594866,0.611786152262327,1.1006549563097323,0.9085499449825696,0.9874544988782786,1.0127048903377045,56.296870711997,U4227U_1_0_0
U4227U,1,0,1,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,2687.6875375,2.359144514596782,2.6658400119146743,4.141864334825812,4.211262791767672,5.058321230722941,5.086962312604854,3.944177585784499,6.654741222019223,3.2569883531904003,3.0865601211552947,3.524770653200613,3.482544670246276,2.339697517691209,2.776060786487544,4.110119445126115,4.303789530196862,5.163845446462281,5.289172194548921,3.964115002785764,6.548928520516165,2.9210270868511463,3.1911542095808865,3.66109523382419,3.669395197429982,1.1300028444295245,0.8849535246124485,1.016755366987359,0.9835207489122924,1.005662171415282,0.9943697082616586,1.687231641395678,0.5926868459939502,0.9476730606456846,1.0552162359861357,0.9880202183038508,1.0121250369923755,1.186504138033592,0.8428120627183925,1.047120305785859,0.9550001031156632,1.0242700424298137,0.9763050353671974,1.652053110445569,0.6053074163761564,1.0924767606386478,0.9153512788825028,1.0022670712111257,0.9977380567752404,56.21507578174767,U4227U_1_0_1
U4227U,1,0,3,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,3184.2178072,2.382795276549154,2.650964036166008,4.140484565579049,4.23414336777743,5.065095725935251,5.099203568294497,4.002133794612811,6.668174310459818,3.2210847854852287,3.0756141291391668,3.5368834851642608,3.453137781507066,2.3688777370594902,2.7849877287981286,4.101171259352126,4.313165422023396,5.187356843963902,5.302612168354815,3.966274450336484,6.529913314452303,2.9325772508091643,3.213865572219944,3.6771665448709454,3.664570801328173,1.1125437683447252,0.8988410419913896,1.0226202514983371,0.977880106065576,1.0067338988648529,0.9933111432202236,1.6661547695970855,0.6001843395627783,0.9548379921566864,1.047298084297323,0.9763221762864192,1.024252059708039,1.1756570148086916,0.8505882135724123,1.051691126574597,0.9508495172504144,1.0222185070080587,0.9782644250170248,1.6463594227319114,0.6074007815016692,1.0959184694395232,0.9124766375289048,0.9965746061841172,1.0034371674680722,56.26443344129755,U4227U_1_0_3
U4227U,1,0,5,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,3447.3333449,2.391313890843012,2.6354630241029566,4.131799683052421,4.230533683883368,5.068928400273214,5.094185013061759,3.977754333163189,6.635614421605241,3.2729648752657106,3.1139424315009374,3.518598273564777,3.4321821299217103,2.3139351886622515,2.793802802158541,4.1244008767052,4.327735218980774,5.165580150918578,5.27928015689496,3.977255642558167,6.560630167831422,2.9341787794117145,3.198812676449382,3.702307937798334,3.615012199697536,1.1020983210087385,0.9073600612009926,1.0238961247893814,0.9766615731705236,1.004982633565545,0.9950420699829736,1.6681810553967693,0.5994553149760801,0.9514133362791244,1.051067881716787,0.9754401790359783,1.025178192873185,1.2073816137321087,0.8282385524398732,1.049300334364687,0.9530159928953644,1.0220110815541528,0.9784629717314992,1.6495369564958695,0.6062307340626739,1.0901901066473956,0.91727121160111,0.9764212649062598,1.0241481171510576,56.22827124954021,U4227U_1_0_5
U4227U,1,0,7,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,3123.8436586,2.365759227402052,2.676487568960344,4.142449568269462,4.227975937131308,5.016454935040452,5.092109117330455,3.9733439614720942,6.628758841969174,3.2931722491018585,3.0790549015003803,3.516910257198704,3.464876834845931,2.369924933039504,2.80924909384625,4.093249190295186,4.289192274491193,5.156193204477763,5.269597124783094,3.96264714684606,6.53744645801961,2.8980611341956943,3.2046690309248174,3.691603791045234,3.6017981874609752,1.1313440260357843,0.8839044331227769,1.0206463271193364,0.9797713208084444,1.0150812044102204,0.985142859167624,1.6683073265857578,0.5994099432785749,0.9349814308498822,1.0695399576984297,0.9852047909820084,1.0150173945086527,1.1853747157481902,0.8436150921009105,1.0478698156614985,0.954317020162205,1.0219937298328636,0.9784795843742988,1.6497674952519752,0.6061460192893825,1.1057975945059615,0.9043246295419652,0.9756730113339624,1.024933546775858,56.19209834329474,U4227U_1_0_7
U4227U,1,0,8,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,3220.6881132,2.382568044267494,2.6336253279508,4.096356283276687,4.262458206748777,5.082060139857123,5.0972553760550605,3.970388895214533,6.630994890187577,3.2437052385376512,3.077579087703683,3.533380032002328,3.4664283504666566,2.3473590487663296,2.802846932087623,4.113164440762547,4.311671102035793,5.2097294004654655,5.268745219732592,3.961775256028258,6.500396593864691,2.88793427954434,3.175290914543973,3.683464038871765,3.64119705447132,1.1053725555865466,0.9046723613192726,1.0405487003535798,0.9610314247283176,1.0029899756751728,0.9970189376288032,1.6701121893071595,0.5987621708304798,0.948785065652617,1.0539794904045576,0.9810516613188278,1.019314312821916,1.1940426981380108,0.837490988856093,1.0482612995741167,0.9539606207023724,1.011328000886544,0.98879888535014,1.640778735233316,0.6094666992730142,1.0995024841926018,0.9095022652307426,0.9885252078059132,1.0116079914841585,56.22778962147968,U4227U_1_0_8
U4227U,1,0,9,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,2492.7996359,2.414261814123067,2.679737972354477,4.093483364196551,4.28029516772651,5.055486666257481,5.122916329191594,3.9461987215026006,6.600132842195818,3.284603369891,3.0832298255142403,3.498704786553356,3.428199144677368,2.403546792068108,2.764474918847609,4.068460375336802,4.296447395800228,5.149176699297166,5.277281821064524,3.986878253747795,6.531849171550033,2.9068476877924523,3.183297997944063,3.676614056264888,3.6462760862324175,1.1099616274748725,0.9009320459797951,1.0456363900642418,0.956355392277962,1.0133379172739525,0.9868376411791302,1.6725292637271634,0.5978968629652199,0.9386916708961904,1.0653125312652203,0.9798480734507916,1.0205663787021984,1.1501648014386872,0.8694406216823423,1.056037665217411,0.946935921830142,1.024878758148821,0.9757251694885763,1.6383367526735693,0.6103751248747364,1.0951031288335424,0.9131560066540562,0.9917483941560918,1.0083202613611788,56.1747055399028,U4227U_1_0_9
U4227U,1,1,0,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,2438.2557805,2.3828666364982567,2.6768309097367533,4.1027446976509045,4.256577345147855,5.101977264490587,5.101275835869868,3.966576938584237,6.627565180276249,3.245692240880069,3.069293486862964,3.498214584453573,3.478558547013659,2.39442576171003,2.8243489740837795,4.090779040690681,4.290397635612325,5.182475813453367,5.315104855725789,3.9837235840533993,6.550780390657842,2.920924250973413,3.2111775013595487,3.7088716370084858,3.618272847348092,1.1233658102118933,0.8901819789329144,1.0374950572929946,0.9638600135688108,0.9998625182778448,1.0001375006259785,1.6708525468919255,0.5984968583015735,0.9456514232017034,1.0574721038480417,0.9943811230085003,1.0056506271704957,1.1795516984693273,0.8477797126634409,1.048797207802243,0.9534731715156852,1.0255918304390588,0.9750467684321328,1.6443862764174233,0.608129619141964,1.0993703449479757,0.9096115832079515,0.9755724116315148,1.0250392365315388,56.32912331394007,U4227U_1_1_0
U4227U,1,1,1,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,2812.3526149,2.393986980479856,2.666903438980281,4.129251166191105,4.290756181437083,5.05335671984006,5.104763873476584,3.947181516656204,6.653628559110542,3.268604975862459,3.078533553680885,3.494247522491801,3.466221265168431,2.36932706292476,2.7861869659619165,4.136511324428072,4.313292277265936,5.138920459567285,5.23760188222508,3.975809391512069,6.5451079980535445,2.9237733069903817,3.2048218218577214,3.6753163006877823,3.612584149778472,1.1140008115022086,0.8976654143110716,1.0391124222639507,0.9623597779932846,1.010172872505654,0.9899295726676752,1.6856657164191085,0.5932374315141907,0.9418493750131364,1.061740896718281,0.9919793153910906,1.008085536144216,1.1759402108557246,0.8503833704881185,1.042736726427869,0.959014844931881,1.019202753464315,0.9811590447543004,1.6462328430599955,0.6074474848534873,1.096125275579809,0.912304480408079,0.9829314960191124,1.0173648967908906,56.29103815703704,U4227U_1_1_1
U4227U,1,1,2,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,2789.7759602,2.405736902676264,2.658908933678302,4.085332709106208,4.248632696792063,5.038774069542692,5.077572539389322,4.01671233566452,6.635686169059031,3.284621239458016,3.0978324793079404,3.5282599156551258,3.4388067795619843,2.3441285505801632,2.7732331083967074,4.078527295599898,4.287824525692026,5.152804288438685,5.25121170517424,4.004230886070391,6.544788429900832,2.875205202595694,3.214047312136849,3.696616285950085,3.614621369905857,1.105236790739834,0.9047834892743758,1.0399722615790532,0.961564107951917,1.0076999820414951,0.9923588546405492,1.652019267135601,0.6053198167197391,0.9431323289558656,1.0602965981529784,0.9746466705312068,1.0260128416126175,1.1830550452151365,0.8452692070791615,1.0513168638880823,0.9511880141460896,1.0190978370663817,0.9812600553433048,1.6344682951895546,0.611819759944641,1.117849713556185,0.8945746354567888,0.9778189269046208,1.022684233742126,56.20741226795192,U4227U_1_1_2
U4227U,1,1,3,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,3008.4444467,2.3772691651530446,2.6713013587790355,4.12027812267981,4.264612430834878,5.060814725836058,5.112273434270064,3.9860296751275546,6.578022489315729,3.246646608222536,3.101187691962044,3.487897021063968,3.4778280978816807,2.3530352749820427,2.8030695075739214,4.09432900173611,4.282710661869713,5.1410871821378175,5.320556859679567,3.969794836180987,6.571497619363021,2.861881121552531,3.220418743099458,3.682139997990466,3.625376596393294,1.1236848556890535,0.8899292314363276,1.0350302343331117,0.966155351630204,1.010168068032861,0.989934280883911,1.650269321967662,0.6059616976989382,0.9551971822581184,1.0469042607893444,0.9971131822065048,1.0028951756380424,1.1912569001309652,0.8394494922884068,1.0460103865746313,0.9560134515247966,1.0349088959559565,0.966268628965924,1.6553746202372812,0.6040928668198744,1.1252804034545032,0.8886673907499817,0.9845841272661684,1.0156572427961397,56.24995889586312,U4227U_1_1_3
U4227U,1,1,6,-5.0,850.0,WS1,07/03/2024,PRTN_FULL,5.0,1.0,2868.3285152,2.391723405670267,2.678313178115135,4.129351217886009,4.236712191624849,5.070654560064214,5.099370540364972,4.022912319757296,6.652054371777702,3.2468701952225056,3.0973946635656966,3.5517458463116265,3.45825953529609,2.3537499631521235,2.750409425195085,4.067428346110525,4.319871475667208,5.212507328875825,5.267060177778607,4.010867468804573,6.509467874363749,2.905543431362864,3.219329362301257,3.6836723126338495,3.645083663889956,1.119825633585148,0.8929961683395982,1.025999477417618,0.9746593658282778,1.0056631702989434,0.994368720595326,1.6535419723438125,0.6047623929270753,0.953963194501354,1.0482584713582266,0.9736787723387867,1.027032763175055,1.168522344451472,0.8557816671185866,1.0620645548183,0.9415623518017529,1.0104657596547777,0.9896426380065036,1.6229576082961117,0.6161590388364279,1.1079956085155505,0.902530652932606,0.989524407854752,1.0105864919168177,56.28123494181284,U4227U_1_1_6
